text,label,all_old,predicao
gabarito enem dia prova rosa,educacao,gabarito do enem <digit><digit><digit><digit> - <digit>º dia - prova rosa.,educacao
gabarito enem dia prova verde,educacao,gabarito do enem <digit><digit><digit><digit> - <digit>º dia - prova verde.,educacao
gabarito enem divulgado,educacao,gabarito do enem <digit><digit><digit><digit> é divulgado.,educacao
gabarito oficial enem sai quinta veja resolu entenda c lculo nota,educacao,gabarito oficial do enem <digit><digit><digit><digit> sai na quinta <digit><digit> veja resolução e entenda o cálculo da nota.,educacao
gabarito oficial enem sai quinta veja resolu g entenda c lculo nota,educacao,gabarito oficial do enem <digit><digit><digit><digit> sai na quinta <digit><digit> veja resolução no g<digit> e entenda o cálculo da nota.,educacao
gabaritos preliminares concurso uepb s divulgados,economia,gabaritos preliminares do concurso da uepb são divulgados.,economia
gabigol aparece bid est apto estrear santos contra palmeiras,esporte,gabigol aparece no bid e está apto a estrear pelo santos contra o palmeiras.,esporte
gabigol celebra retorno santos aqui cora alma,esporte,gabigol celebra retorno ao santos: estou aqui de coração e alma.,esporte
gabigol inscrito paulist veja listas santos,esporte,gabigol é inscrito no paulistão veja listas do santos.,esporte
gabigol faz primeiro treino santos brinca sobre jogar domingo,esporte,gabigol faz primeiro treino no santos e brinca sobre jogar no domingo.,esporte
gabigol fica lista santos cl ssico contra palmeiras,esporte,gabigol fica fora da lista do santos para o clássico contra o palmeiras.,esporte
gabigol marca santos vence jogo treino contra gua santa,esporte,gabigol marca e santos vence jogo-treino contra água santa.,esporte
gabigol pode reestrear santos cl ssico contra palmeiras,esporte,gabigol pode reestrear pelo santos no clássico contra o palmeiras.,esporte
gabriel alveja temer rap ano ap s ter matado presidente collor,musica,gabriel alveja temer em rap <digit><digit> anos após ter matado o presidente collor.,politica
gabriel estreia sport gol recebe elogios nelsinho torcida,esporte,gabriel estreia no sport com gol e recebe elogios de nelsinho e da torcida .,esporte
gabriel paulista ri provoca su rez chamou cag,esporte,gabriel paulista ri de provocação de suárez: me chamou de cagão.,esporte
gad planeja lbum in dita m sicas menos autobiogr fica,musica,gadú planeja álbum de inéditas com músicas menos autobiográficas.,musica
gal faz gesto metaleiro capa cd dvd show estratosf rica,musica,gal faz gesto metaleiro na capa de cd e de dvd com o show estratosférica.,musica
gal grava disco m sicas in dita criolo djavan nando real,musica,gal grava disco com músicas inéditas de criolo djavan e nando reis.,musica
gal reenvia single cart postal mandado rita lee h ano,musica,gal reenvia em single cartão postal mandado por rita lee há <digit><digit> anos.,musica
gal gil nando real cantam p rola negra homenagem luiz melodia sp,musica,gal gil e nando reis cantam pérola negra em homenagem a luiz melodia em sp.,musica
gal campo baixinho amendola exemplo dedica patriot,esporte,galã fora de campo baixinho amendola é exemplo de dedicação nos patriots.,esporte
gallo v in cio trope diz pode fazer intertemporada,esporte,gallo vê início de <digit><digit><digit><digit> sem tropeços e diz que pode fazer intertemporada fora.,politica
game xp traz jogos realidade virtual rock in rio v deo,musica,game xp traz jogos e realidade virtual para rock in rio <digit><digit><digit><digit> vídeo.,musica
game xp rock in rio ter concurso cosplays,musica,game xp no rock in rio <digit><digit><digit><digit> terá concurso de cosplays.,musica
game xp rock in rio ter etapa campeonato brasileiro just dance,musica,game xp no rock in rio <digit><digit><digit><digit> terá etapa do campeonato brasileiro de just dance.,musica
game campe e ol mpicos viram defensores praia contra piratas,esporte,games: campeões olímpicos viram defensores da praia contra piratas.,esporte
gangue planejava roubar corpo fundador ferrari t mulo diz pol cia,carros,gangue planejava roubar corpo do fundador da ferrari de túmulo diz polícia,carros
ganjaman cabral azeitam pimenta pop bahias cozinha mineira,musica,ganjaman e cabral azeitam pimenta pop de as bahias e a cozinha mineira.,musica
garcia defende acusa e quer vetar neg cio irm,esporte,garcia se defende de acusações e quer vetar negócios do irmão.,esporte
garotada pede passagem pressiona medalh e flamengo,esporte,garotada pede passagem e pressiona medalhões no flamengo.,esporte
garotinho diz pr virou sucursal governo temer deixa partido,politica,garotinho diz que pr virou sucursal do governo temer e deixa partido.,politica
garotinho ant nio carlos rodrigues devem sair pris nesta quinta feira,politica,garotinho e antônio carlos rodrigues devem sair da prisão nesta quinta-feira.,politica
garotinho rosinha s presos temer faz concess e aprovar previd ncia jornais quinta,politica,garotinho e rosinha são presos temer faz mais concessões para aprovar previdência. jornais de quinta <digit><digit> .,politica
garotinho fala bilhete aviso amea benfica n revela teor,politica,garotinho fala em bilhete com aviso de ameaça em benfica mas não revela o teor.,politica
garoto ano retirado escola algemado agredir professora eua,educacao,garoto de <digit> anos é retirado da escola algemado por agredir professora nos eua.,educacao
gasolina diesel g s veicular itens pesaram manuten carro,carros,gasolina diesel e gás veicular foram itens que mais pesaram na manutenção do carro em <digit><digit><digit><digit>,carros
gasto brasileiros exterior sobe u bilh e,economia,gasto de brasileiros no exterior sobe <digit><digit>% em <digit><digit><digit><digit> para us$ <digit><digit> bilhões.,economia
gasto brasileiros exterior sobe novembro informa banco central,economia,gasto de brasileiros no exterior sobe <digit><digit> <digit>% em novembro informa banco central.,economia
ge fecha contrato taesa cteep transmiss energia,economia,ge fecha contrato com taesa e cteep para transmissão de energia.,economia
ge reverte lucro preju zo quase u bi trimestre,economia,ge reverte lucro e tem prejuízo de quase us$ <digit><digit> bi no <digit>º trimestre.,economia
ge gol contra entra lista lance fogo amigo bizarros,esporte,ge: gol contra entra para lista de lances de fogo amigo bizarros.,esporte
geddel aciona stf saber denunciou bunker r milh e salvador,politica,geddel aciona stf para saber quem denunciou bunker com r$ <digit><digit> milhões em salvador.,politica
geddel l cio vieira lima pf conclui inqu rito aponta ind cio lavagem dinheiro associa criminosa,politica,geddel e lúcio vieira lima: pf conclui inquérito e aponta indícios de lavagem de dinheiro e associação criminosa.,politica
geddel interrogado semana vem processo entra fase final,politica,geddel será interrogado na semana que vem e processo entra na fase final .,politica
geddel vieira lima diz justi liga e mulher funaro humanit rias,politica,geddel vieira lima diz à justiça que ligações para mulher de funaro eram humanitárias.,politica
geely conclui compra quase divis caminh e volvo,carros,geely conclui compra de quase <digit><digit>% da divisão de caminhões da volvo,carros
g meos viajam porto velho ro ribeir preto sp fazer fase fuvest,educacao,gêmeos viajam de porto velho ro a ribeirão preto sp para fazer a <digit>ª fase da fuvest <digit><digit><digit><digit>.,educacao
gene simmons kiss processado as dio sexual durante entrevista diz site,musica,gene simmons do kiss é processado por assédio sexual durante entrevista diz site.,musica
gene simmons kiss lan box r mil reclama f s n pagam m sica mataram nova bandas,musica,gene simmons do kiss lança box por r$ <digit> <digit> mil e reclama: fãs que não pagam por música mataram as novas bandas.,musica
gene simmons kiss nega acusa as dio diz provar inoc ncia,musica,gene simmons do kiss nega acusação de assédio e diz que provará inocência.,musica
gene simmons kiss vende r mil encontro f s sp entregar box disco,musica,gene simmons do kiss vende por r$ <digit> <digit> mil encontro com fãs em sp para entregar box de discos.,musica
general ex rcito fez cr ticas governo destitu comando secretaria,politica,general do exército que fez críticas ao governo é destituído do comando de secretaria.,politica
general electric anuncia mil demiss e mundo,economia,general electric anuncia <digit><digit> mil demissões no mundo.,economia
general motor promete carros el tricos at,carros,general motors promete mais de <digit><digit> carros <digit><digit><digit>% elétricos até <digit><digit><digit><digit>,carros
general shopping vende shopping guarulhos r milh e,economia,general shopping vende <digit><digit>% do shopping guarulhos por r$ <digit><digit><digit> milhões.,economia
genial idade,esporte,genial idade.,economia
george westbrook somam pontos thunder vence oitava seguida,esporte,george e westbrook somam <digit><digit> pontos e thunder vence a oitava seguida.,esporte
george israel pouco faz presente agora ep destaca m sicas antigas,musica,george israel pouco se faz presente em agora ep que destaca músicas antigas.,musica
george young produtor ac dc irm angus malcom young morre ano,musica,george young produtor do ac dc e irmão de angus e malcom young morre aos <digit><digit> anos.,musica
gera millennials redefine acontece mercado trabalho,economia,geração millennials redefine o que acontece no mercado de trabalho.,economia
gera e antigas carros fazem sucesso zero km frica sul,carros,gerações antigas de carros fazem sucesso como zero km na áfrica do sul,carros
gera e encontram falam expectativa enem s carlos sp,educacao,gerações se encontram e falam da expectativa para o enem em são carlos sp.,educacao
geraldo alckmin amplia conversa economistas assumir psdb,politica,geraldo alckmin amplia conversa com economistas para assumir psdb.,politica
gerente banco su denunciado lavagem dinheiro opera lava jato,politica,gerente de banco suíço é denunciado por lavagem de dinheiro na operação lava jato.,politica
geromel nega propostas sair gr mio quer manter n vel sele,esporte,geromel nega propostas para sair do grêmio e quer manter nível por seleção.,esporte
gerson camarotti,politica,gerson camarotti.,politica
gessinger esbo otimismo melanc lico can tripas cora b nu dvd,musica,gessinger esboça otimismo melancólico na canção das tripas coração bônus de dvd.,musica
gestores desconhecem custo mensal preso brasil diz tcu,politica,gestores desconhecem o custo mensal do preso no brasil diz tcu.,politica
gigante brit nico constru servi carillion decreta fal ncia,economia,gigante britânico da construção e de serviços carillion decreta falência.,economia
gigante cabeludo eagle f neymar revela amor brasil,esporte,gigante cabeludo dos eagles é fã de neymar e revela amor pelo brasil.,esporte
gil entra cena int rprete deus hindu compositor pera,musica,gil entra em cena em <digit><digit><digit><digit> como intérprete de deus hindu e como compositor de ópera.,musica
gilberto gil recebe rio pr mio conjunto obra compositor,musica,gilberto gil recebe no rio prêmio pelo conjunto da obra como compositor.,musica
gilberto gil gal costa nando real tocam junto s paulo fotos,musica,gilberto gil gal costa e nando reis tocam juntos em são paulo fotos.,musica
gilmar aponta servi mal feito lava jato barroso nega investiga irrespons vel,politica,gilmar aponta serviço mal feito na lava jato barroso nega investigação irresponsável.,politica
gilmar maia assinam acordo agilizar troca informa e tse c mara,politica,gilmar e maia assinam acordo para agilizar troca de informações entre tse e câmara.,politica
gilmar impede condu coercitiva interrogat rio fachin manda prender maluf jornais quarta,politica,gilmar impede condução coercitiva para interrogatórios fachin manda prender maluf. jornais de quarta <digit><digit> .,politica
gilmar mendes decide proibir condu coercitiva interrogat rio,politica,gilmar mendes decide proibir a condução coercitiva para interrogatórios.,politica
gilmar mendes diz lava jato passou adotar pris provis ria eterna,politica,gilmar mendes diz que lava jato passou a adotar prisão provisória eterna .,politica
gilmar mendes manda soltar adriana ancelmo mulher s rgio cabral,politica,gilmar mendes manda soltar adriana ancelmo mulher de sérgio cabral.,politica
gilmar mendes manda soltar ex governador anthony garotinho ex ministro antonio carlos rodrigues,politica,gilmar mendes manda soltar ex-governador anthony garotinho e ex-ministro antonio carlos rodrigues.,politica
gilmar mendes manda soltar terceira vez empres rio jacob barata filho,politica,gilmar mendes manda soltar pela terceira vez empresário jacob barata filho.,politica
gilmar mendes manda soltar s rgio c rtes ex secret rio sa cabral,politica,gilmar mendes manda soltar sérgio côrtes ex-secretário de saúde de cabral.,politica
gilmar mendes manda suspender inqu rito governador beto richa investigado,politica,gilmar mendes manda suspender inquérito no qual governador beto richa é investigado.,politica
gilmar mendes manda tirar tornozeleira eletr nica rosinha garotinho,politica,gilmar mendes manda tirar tornozeleira eletrônica de rosinha garotinho.,politica
gilmar mendes pede vista stf adia decis sobre pedido liberdade wesley batista,politica,gilmar mendes pede vista e stf adia decisão sobre pedido de liberdade de wesley batista.,politica
gilmar mendes permite joesley batista ter acesso provas cpi jbs,politica,gilmar mendes permite a joesley batista ter acesso a provas da cpi da jbs.,politica
gilmar mendes permite marcello miller ficar sil ncio cpi jbs,politica,gilmar mendes permite a marcello miller ficar em silêncio na cpi da jbs.,politica
gilmar mendes repete cr ticas restri foro privilegiado diz achar importante congresso tomar decis,politica,gilmar mendes repete críticas à restrição ao foro privilegiado e diz achar importante congresso tomar decisão.,politica
gilmar mendes suspende transfer ncia cabral pres dio federal m,politica,gilmar mendes suspende transferência de cabral para presídio federal de ms.,politica
gilmar mendes valida acordo poupadores bancos perdas plano collor,economia,gilmar mendes valida acordo entre poupadores e bancos por perdas com planos collor <digit> e <digit>.,politica
gilmar nega pedido miller declarar suspeito habeas corpus relacionado ex procurador,politica,gilmar nega pedido de miller para se declarar suspeito em habeas corpus relacionado ao ex-procurador.,politica
ginasta americano relatum abusos dirigente federa gin stica,esporte,ginasta americano relata abusos de dirigente da federação de ginástica.,esporte
ginasta ano diz ainda cobrada consultas larry nassar,esporte,ginasta de <digit><digit> anos diz que ainda é cobrada por consultas com larry nassar.,esporte
ginga areia bianca monteiro faz funcional arrasar carnaval,esporte,ginga na areia: bianca monteiro faz funcional para arrasar no carnaval.,esporte
giovane muda categoria t cnico sele masculina sub,esporte,giovane muda de categoria e será técnico da seleção masculina sub-<digit><digit>.,esporte
gisele b ndchen canta imagine ivete sangalo palco mundo rock in rio,musica,gisele bündchen canta imagine com ivete sangalo no palco mundo do rock in rio.,musica
gisele b ndchen comemora vaga super bowl beijo tom brady,esporte,gisele bündchen comemora vaga no super bowl com beijo em tom brady.,esporte
gisele b ndchen ensaia abertura rock in rio,musica,gisele bündchen ensaia para abertura do rock in rio.,musica
gisele b ndchen vai participar abertura rock in rio lan ar projeto,musica,gisele bündchen vai participar de abertura do rock in rio e lançará projeto.,musica
gisele consola brady parabeniza rivais consola filha papai ganhou cinco,esporte,gisele consola brady parabeniza rivais e consola filha: papai ganhou cinco.,esporte
gl ndula tireoide produz horm nios importantes funcionamento corpo humano,educacao,glândula tireoide produz hormônios importantes para o funcionamento do corpo humano.,educacao
gleisi paulo bernardo pgr pede condena perda mandato pagamento r milh e,politica,gleisi e paulo bernardo: pgr pede condenação perda do mandato e pagamento de r$ <digit> milhões.,politica
glen campbell cantor country americano morre ano diz site,musica,glen campbell cantor country americano morre aos <digit><digit> anos diz site.,musica
global ncap diz renault duster airbag menor ndia,carros,global ncap diz que renault duster tem airbag menor na índia,carros
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
globo rural,economia,globo rural - <digit><digit> <digit><digit> <digit><digit><digit><digit>.,economia
gloria groove lan clipe muleke brasileiro,musica,gloria groove lança clipe para muleke brasileiro.,musica
gloria groove disse drag queen n pode rapper,musica,gloria groove: quem disse que drag queen não pode ser rapper .,musica
glyan alves surpreende luciano ben cio soco girat rio vence shooto,esporte,glyan alves surpreende luciano benício com soco giratório e vence no shooto <digit><digit>.,esporte
gm decide produzir nova gera blazer m xico,carros,gm decide produzir nova geração da blazer no méxico,carros
gm decide produzir nova gera blazer m xico,carros,gm decide produzir nova geração da blazer no méxico,carros
gm demite mil funcion rio venezuela ap s confisco f brica dizem trabalhadores,carros,gm demite <digit> <digit> mil funcionários na venezuela após confisco de fábrica dizem trabalhadores,carros
gm diz chevrolet onix segue padr e seguran pa s,carros,gm diz que chevrolet onix segue padrões de segurança do país,carros
gm diz primeira ter lucro carros el tricos,carros,gm diz que será a primeira a ter lucro com carros elétricos,carros
gm sindicato negociam suspens contratos planta s jos sp,carros,gm e sindicato negociam suspensão dos contratos na planta em são josé sp,carros
gm volks fazem recall milh e carros china airbags mortais,carros,gm e volks fazem recall de mais <digit> milhões de carros na china por airbags mortais,carros
gm volvo fazem parceria amazon compras serem entregues carros,carros,gm e volvo fazem parceria com amazon para compras serem entregues em carros,carros
gm encerra suspens tempor ria contratos reintegra oper rio f brica s jos,carros,gm encerra suspensão temporária de contratos e reintegra <digit><digit><digit> operários à fábrica de são josé,carros
gm expande f brica joinville investimento r bilh,carros,gm expande fábrica em joinville em investimento de r$ <digit> <digit> bilhão,carros
gm fechar f brica coreia sul decidir destino outras semanas,carros,gm fechará fábrica na coreia do sul e decidirá destino de <digit> outras em semanas,carros
gm inclui app pedir comida fazer compras tela carro eua,carros,gm inclui app para pedir comida e fazer compras pela tela do carro nos eua,carros
gm inclui app pedir comida fazer compras tela carro eua,economia,gm inclui app para pedir comida e fazer compras pela tela do carro nos eua.,carros
gm inclui presidente ebay conselho empresa,carros,gm inclui presidente do ebay no conselho da empresa,carros
gm investir u milh e f bricas carros aut nomos eua,carros,gm investirá us$ <digit><digit><digit> milhões em fábricas de carros autônomos nos eua,carros
gm investir u milh e novo carro brasil argentina,carros,gm investirá us$ <digit><digit><digit> milhões em novo carro para brasil e argentina,carros
gm ir investir r bilh e f bricas s caetano sul joinville,carros,gm irá investir r$ <digit> <digit> bilhões nas fábricas de são caetano do sul e joinville,carros
gm mostra primeiro carro produ volante pedais,carros,gm mostra primeiro carro de produção sem volante e pedais,carros
gm p mil trabalhadores f rias coletivas dia s jos sp,carros,gm põe <digit> <digit> mil trabalhadores em férias coletivas por <digit><digit> dias em são josé sp,carros
gm quer fim estabilidade trabalhadores lesionados s jos,carros,gm quer fim da estabilidade para trabalhadores lesionados em são josé,carros
gm quer liderar mercado ve culos el tricos mercosul diz executivo,carros,gm quer liderar mercado de veículos elétricos no mercosul diz executivo,carros
gm relatum acidentes carros aut nomos calif rnia diz causados terceiros,carros,gm relata <digit><digit> acidentes com carros autônomos na califórnia e diz que foram causados por terceiros,carros
gm retoma produ s trailblazer s jos ap s f rias coletivas mil,carros,gm retoma produção da s<digit><digit> e trailblazer em são josé após férias coletivas a <digit> <digit> mil,carros
gm junta outras montadoras investindo startup dire aut noma nauto,carros,gm se junta a outras montadoras investindo na startup de direção autônoma nauto,carros
gm suspende contratos funcion rio s jos campos,carros,gm suspende contratos de <digit><digit><digit> funcionários em são josé dos campos,carros
gm testar carros aut nomos nova york,carros,gm testará carros autônomos em nova york em <digit><digit><digit><digit>,carros
gm une opera e deficit rias am rica sul sia pac fico,carros,gm une operações deficitárias da américa do sul ásia e pacífico,carros
gm vai aumentar f brica s caetano ter carros in ditos partir,carros,gm vai aumentar fábrica de são caetano que terá carros inéditos a partir de <digit><digit><digit><digit>,carros
gm vai dar f rias coletivas mil empregados s jos diz sindicato,carros,gm vai dar férias coletivas para <digit> <digit> mil empregados em são josé diz sindicato,carros
gm vai suspender vendas ndia opera e frica sul,carros,gm vai suspender vendas na índia e operações na áfrica do sul,carros
gm volta superar tesla empresa automotiva maior valor,carros,gm volta a superar tesla como empresa automotiva de maior valor,carros
gm ford fiat chrysler vendem menos estados unidos abril,carros,gm ford e fiat chrysler vendem menos nos estados unidos em abril,carros
goi s pede s paulo desiste contratar carlos eduardo,esporte,goiás pede muito e são paulo desiste de contratar carlos eduardo.,politica
gol anuncia voos diretos eua chegada novos avi e boeing,economia,gol anuncia voos diretos aos eua com chegada de novos aviões da boeing.,economia
gol douglas costa garante vit ria juventus sobre genoa,esporte,gol de douglas costa garante vitória da juventus sobre o genoa.,esporte
gol fla pep cobra escanteio wendel marca cabe,esporte,gol do fla pepê cobra escanteio e wendel marca de cabeça.,esporte
gol voyage ter visual saveiro c mbio autom tico,carros,gol e voyage terão visual de saveiro e câmbio automático,carros
golden state vence boston celtic partida emocionante,esporte,golden state vence boston celtics por <digit><digit><digit> a <digit><digit><digit> em partida emocionante.,esporte
goldman sachs anuncia maria silvia presidente banco pa s,economia,goldman sachs anuncia maria silvia como presidente do banco no país.,economia
goldman sachs diz reforma tribut ria eua reduzir lucros,economia,goldman sachs diz que reforma tributária nos eua reduzirá seus lucros.,economia
goleiro atingido cabe diz rea torcida porto levou confundir placar,esporte,goleiro atingido na cabeça diz que reação da torcida do porto o levou a confundir placar.,esporte
goleiro conta p nico vivido meio tiroteio mortes susto gigantesco,esporte,goleiro conta pânico vivido em meio a tiroteio e mortes: susto gigantesco.,esporte
goleiro betis rende messi ap s tomar goleada faz futebol melhor,esporte,goleiro do betis se rende a messi após tomar goleada: “ele faz o futebol melhor”.,esporte
goleiro lyon pede desculpas deseja boa recupera mbapp ap s pancada,esporte,goleiro do lyon pede desculpas e deseja boa recuperação a mbappé após pancada.,esporte
goleiro pega p nalti atl tico pr derrota paran,esporte,goleiro pega pênalti e atlético-pr derrota o paraná por <digit> a <digit>.,esporte
goleiro wallace guarani morre acidente carro limeira,esporte,goleiro wallace do guarani morre em acidente de carro em limeira.,esporte
golf gti primeiras impress e,carros,golf gti: primeiras impressões,carros
google anuncia fim pr mio milion rio lan ar ve culo lua,economia,google anuncia fim de prêmio milionário para lançar veículo à lua.,carros
google anuncia tr s cabos submarinos expandir computa nuvem,economia,google anuncia três cabos submarinos para expandir computação em nuvem.,economia
google contra uber roubo segredos carros aut nomos come julgado,carros,google contra uber: roubo de segredos de carros autônomos começa a ser julgado,carros
google contra uber roubo segredos carros aut nomos come julgado,economia,google contra uber: roubo de segredos de carros autônomos começa a ser julgado.,carros
google descarta assistente pilotagem igual tesla descobrimos assustador,carros,google descarta assistente de pilotagem igual ao da tesla: o que descobrimos foi assustador,carros
google diz atualiza e seguran n afetaram desempenho sistemas,economia,google diz que atualizações de segurança não afetaram desempenho de seus sistemas.,economia
google faz acordo patentes chinesa tencent,economia,google faz acordo de patentes com a chinesa tencent.,carros
google financia pesquisa usp ufscar evitar quedas idosos,educacao,google financia pesquisa da usp e da ufscar para evitar quedas de idosos.,educacao
google lan file go app libera espa interno smartphones,economia,google lança files go app que libera espaço interno de smartphones.,carros
google lan brasil servi re ne vagas emprego anunciadas internet,economia,google lança no brasil serviço que reúne vagas de emprego anunciadas na internet.,economia
google libera bloqueio an ncios seguem usu rio internet,economia,google libera bloqueio de anúncios que seguem usuários pela internet.,economia
google libera waze usado carros android auto,carros,google libera waze para ser usado em carros com android auto,carros
google remove apps jogos malware exibia an ncios pornogr ficos,economia,google remove apps de jogos com malware que exibia anúncios pornográficos.,economia
google retira youtube aparelhos amazon briga rivais esquenta,economia,google retira youtube de aparelhos da amazon e briga entre rivais esquenta.,economia
google trabalha servi transmiss game diz site,economia,google trabalha em serviço de transmissão de games diz site.,economia
goran dragic miami substituir kevin love all star game,esporte,goran dragic do miami substituirá kevin love no all-star game.,esporte
gorillaz anuncia show sp,musica,gorillaz anuncia show em sp em <digit><digit><digit><digit>.,musica
gosta carnaval veja n deixar ritmo treinos cair folium,esporte,gosta de carnaval veja como não deixar o ritmo dos treinos cair na folia.,esporte
gostou carpegiani defesa fla melhor in cio hist ria veja n meros,esporte,gostou carpegiani defesa do fla tem o melhor início da história veja os números.,esporte
gottsha grava disco faz musical repert rio michael jackson,musica,gottsha grava disco e faz musical com repertório de michael jackson.,musica
governador nomeia aprovados concursos uncisal uneal,educacao,governador nomeia mais aprovados em concursos da uncisal e uneal.,educacao
governadores defendem projeto regulamenta jogos azar financiar fundo seguran,politica,governadores defendem projeto que regulamenta jogos de azar para financiar fundo de segurança.,politica
governistas defendem vota previd ncia fique fevereiro,politica,governistas defendem que votação da previdência fique para fevereiro de <digit><digit><digit><digit>.,politica
governo acre anuncia menos tr s concursos ano confira,economia,governo acre anuncia ao menos três concursos para o ano de <digit><digit><digit><digit> confira.,economia
governo admite n ter votos reforma venda eletrobras projeto lei jornais ter,politica,governo admite não ter votos para reforma venda da eletrobras será por projeto de lei. jornais de terça <digit> .,politica
governo admite corre sal rio m nimo ficou abaixo infla promete compensar,economia,governo admite que correção do salário mínimo ficou abaixo da inflação e promete compensar em <digit><digit><digit><digit>.,economia
governo adotar discurso combate privil gios tentar aprovar reforma previd ncia,politica,governo adotará discurso do combate a privilégios para tentar aprovar reforma da previdência.,politica
governo anuncia bloqueio r bilh e or amento,economia,governo anuncia bloqueio de r$ <digit><digit> <digit> bilhões no orçamento de <digit><digit><digit><digit>.,economia
governo anuncia envio integrantes nacional rn,politica,governo anuncia envio de <digit><digit> integrantes da força nacional para o rn.,politica
governo anuncia investimento r bilh e projetos habita infraestrutura energia,politica,governo anuncia investimento de r$ <digit><digit><digit> bilhões em projetos de habitação infraestrutura e energia.,economia
governo anuncia libera r milh e rio grande norte,economia,governo anuncia liberação de r$ <digit><digit><digit> milhões para o rio grande do norte.,economia
governo anuncia libera r milh e rio grande norte,politica,governo anuncia liberação de r$ <digit><digit><digit> milhões para o rio grande do norte.,economia
governo anuncia libera r bilh e gastos minist rio,politica,governo anuncia liberação de r$ <digit> <digit> bilhões para gastos dos ministérios.,politica
governo anuncia meta contratar mil nova unidades casa vida,economia,governo anuncia meta de contratar <digit><digit><digit> mil novas unidades do minha casa minha vida em <digit><digit><digit><digit>.,economia
governo anuncia meta contratar mil nova unidades casa vida,politica,governo anuncia meta de contratar <digit><digit><digit> mil novas unidades do minha casa minha vida em <digit><digit><digit><digit>.,economia
governo anuncia investir r milh e aeroportos regionais,economia,governo anuncia que investirá r$ <digit><digit><digit> <digit> milhões em <digit><digit> aeroportos regionais.,economia
governo anuncia selo qualidade projetos infraestrutura,economia,governo anuncia selo de qualidade para projetos de infraestrutura.,economia
governo assina contratos blocos pr sal licitados outubro,economia,governo assina contratos de blocos do pré-sal licitados em outubro de <digit><digit><digit><digit>.,economia
governo assina contratos financiar r milh e obras saneamento estados,economia,governo assina contratos para financiar r$ <digit><digit><digit> <digit> milhões em obras de saneamento em <digit> estados.,economia
governo assina contratos financiar r milh e obras saneamento estados,politica,governo assina contratos para financiar r$ <digit><digit><digit> <digit> milhões em obras de saneamento em <digit> estados.,economia
governo avalia crise venezuela vai agravar ainda,economia,governo avalia que crise na venezuela vai se agravar ainda mais.,economia
governo avalia diminuiu press sobre declara e torquato,politica,governo avalia que diminuiu pressão sobre declarações de torquato.,politica
governo bloqueia r bi or amento ministros temer recebem ajuda moradia jornais s bado,politica,governo bloqueia r$ <digit><digit> bi do orçamento ministros de temer recebem ajuda para moradia. jornais de sábado <digit> .,politica
governo classifica p ssima not cia decis stf suspender adiamento reajuste servidores,politica,governo classifica de péssima notícia decisão do stf de suspender adiamento de reajuste dos servidores.,politica
governo conta alta arrecada reduzir restri e or ament rias,economia,governo conta com alta da arrecadação para reduzir restrições orçamentárias em <digit><digit><digit><digit>.,economia
governo cria grupo incentivar investimento refino petr leo petroqu mica,economia,governo cria grupo para incentivar investimento em refino de petróleo e petroquímica.,economia
governo m mant m al quota divulga tabela valor c lculo ipva,carros,governo de ms mantém alíquotas e divulga tabela com valor de cálculo para o ipva <digit><digit><digit><digit>,carros
governo mt prev concess e iniciativa privada,economia,governo de mt prevê <digit> concessões à iniciativa privada em <digit><digit><digit><digit>.,economia
governo pe inicia matr cula rede estadual ensino mil vagas alunos novatos,educacao,governo de pe inicia matrícula na rede estadual de ensino com <digit><digit> mil vagas para alunos novatos em <digit><digit><digit><digit>.,educacao
governo s paulo autoriza concurso p blico mil vagas pol cia militar,economia,governo de são paulo autoriza concurso público para <digit> <digit> mil vagas na polícia militar.,economia
governo sc previs fazer concess centros eventos,economia,governo de sc tem previsão de fazer concessão de <digit> centros de eventos.,economia
governo defende banca confirme veracidade autodeclara negro pardos concursos,politica,governo defende que banca confirme veracidade de autodeclaração de negros e pardos em concursos.,economia
governo defender stf plano sa devem ressarcir sus,politica,governo defenderá no stf que planos de saúde devem ressarcir o sus.,politica
governo deve cortar at r bilh e or amento,economia,governo deve cortar até r$ <digit><digit> bilhões do orçamento de <digit><digit><digit><digit> .,economia
governo diminui verba destinada constru creche pr escolas,educacao,governo diminui em <digit><digit>% verba destinada à construção de creches e pré-escolas.,educacao
governo discute mudar proposta previd ncia rela servidor diz meirelles,politica,governo discute mudar proposta da previdência em relação a servidor diz meirelles.,politica
governo divulga edital concurso rea sa maranh,economia,governo divulga edital para concurso na área da saúde do maranhão.,economia
